Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Aero Design Labs,https://www.crunchbase.com/organization/aero-design-labs,"Fort Worth, Texas, United States","Aero Design Labs is a design and engineering company that focuses on drag reduction. The company is based in Fort Worth, Texas.",Active,For Profit,,,2015-01-01,year,"Aerospace, Mechanical Design, Mechanical Engineering"
FreeFall Aerospace,https://www.crunchbase.com/organization/freefall,"Tucson, Arizona, United States","FreeFall Aerospace is developing innovative antenna solutions for small spacecraft, fixed and mobile ground stations, and aerial platforms. These lightweight, low-power antennas are ideally suited to support the new LEO/MEO satellites for continuous global communications with efficient beam steering and consistent high gain at a fraction of the cost of existing solutions. FreeFall develops space and ground systems using spherical reflector technology derived from radio astronomy and planetary exploration research. This expertise provides a new perspective on the challenges of high-frequency satellite communication.  FreeFall's technology also has the potential to revolutionize communication for small UAVs and other aerial platforms for efficient Over-The-Horizon command, control, and communication. Various commercial and government organizations recognize FreeFall's approach as potentially disruptive and of high value.  Located in Tucson, Arizona, FreeFall maintains a close working relationship with the University of Arizona, which serves as a continuous source of innovative concepts and a ""force multiplier"" for technology and product development.",Active,For Profit,Venture - Series Unknown,,2016-01-01,year,"Aerospace, Internet, Satellite Communication, Telecommunications"
UberJets,https://www.crunchbase.com/organization/uberjets,"New York, New York, United States","UberJets was founded by a group of highly experienced private aviation and technology experts with a shared vision to bring private jet travel into the 21st century delivering deep industry experience and todays latest technology platforms. Our quick tap and book app connects thousands of the top safety rated private aircraft in the United States and worldwide connecting the top achievers in sports, business and entertainment to over 5500 locations that commercial aircraft cant access… freedom to Live, Fly, Repeat !",Active,For Profit,,,2017-01-01,year,"Air Transportation, Business Travel, Mobile Apps"
Unical Defense,https://www.crunchbase.com/organization/unical-defense,"City Of Industry, California, United States","Unical Defense provides full-service aftermarket component parts solutions for military aircraft. The company also offers military aviation products and support solutions to original equipment manufacturers (OEMs), domestic and foreign governments, and maintenance, repair, and overhaul (MRO) stations globally.",Active,For Profit,,,2015-01-01,year,"Aerospace, Law Enforcement, Manufacturing, Military"
Citiri,https://www.crunchbase.com/organization/citiri,"Atlanta, Georgia, United States","Using Citiri, infrastructure owners consistently achieve successful project outcomes using augmented analytics, guided workflows, and engagement portals.",Active,For Profit,Seed,,2018-03-07,day,"Air Transportation, Construction, Enterprise Software, Infrastructure, Ports and Harbors, Public Transportation, SaaS, Software, Water"
Strickland Brothers 10 Minute Oil Change,https://www.crunchbase.com/organization/strickland-brothers-10-minute-oil-change,"Thomasville, Georgia, United States","Strickland Brothers offers 10 minute, drive-thru, pressure-free oil changes, state inspections, and maintenance services. Their mission is to exceed the expectations of every customer by setting and meeting service standards that are innovative and centered",Active,For Profit,Private Equity,,2016-01-01,year,"Air Transportation, Automotive, Industrial"
SpaceLink,https://www.crunchbase.com/organization/spacelink-7525,"Mclean, Virginia, United States","Always in Sight™ SpaceLink redraws the map of space connectivity with secure, continuous, high-capacity data relay service between satellites and the ground. Its innovative architecture in Medium Earth Orbit enables fast delivery of data from satellites and other spacecraft to dedicated ground stations and on to end users by Internet, private cloud, or other secure links. It addresses unmet market need by providing global coverage to empower space system operators to maximize use of their assets.  With SpaceLink, LEO satellite operators will have low latency, always on access to data, visitors to commercial space stations will have continuous communication capability, and satellite servicers or tugs can receive maneuvering instructions any time, because one of the SpaceLink satellites is always visible from anywhere in LEO. SpaceLink will meet pent up demand for fast and affordable access to the growing flood of data available from space.",Active,For Profit,,,2020-01-01,year,"Aerospace, Internet, Telecommunications"
SkyWatch,https://www.crunchbase.com/organization/skywatch-voom,"Palo Alto, California, United States","SkyWatch.AI is a powerful AI-driven InsurTech platform that allows its users to create effective insurance products for mobility. It helps drone industries and owners on how to become a responsible drone owner.  SkyWatch Insurance Services Inc. is a licensed insurance broker in all 50 US states. The company was founded in 2016 and headquartered in California, United States.",Active,For Profit,,,2016-01-01,day,"Air Transportation, Artificial Intelligence, Big Data, Drones, Information Technology, Insurance"
GoButler,https://www.crunchbase.com/organization/gobutler,"New York, New York, United States",,Active,For Profit,,,2015-02-01,month,"Air Transportation, Artificial Intelligence, Information Services"
SkyOne Aerospace,https://www.crunchbase.com/organization/skyone-aerospace,"Spokane, Washington, United States",,Active,For Profit,,,2015-01-01,year,"Aerospace, Commercial, Electronics, Manufacturing, Military"
Airboss Defense Group,https://www.crunchbase.com/organization/airboss-defense-group,"Jessup, Maryland, United States",,Active,For Profit,,,2019-01-01,year,"Aerospace, Manufacturing, Military"
Aery Aviation,https://www.crunchbase.com/organization/aery-aviation,"Newport News, Virginia, United States",,Active,For Profit,,,2015-01-01,year,"Aerospace, Mechanical Engineering, Procurement, Product Design"
Rhea Space,https://www.crunchbase.com/organization/rhea-space,"Washington, District of Columbia, United States","Rhea Space Activity (RSA) is an astrophysics start-up company in the science and technology industry. Specifically, RSA ideates and creates high-risk/high-reward R&D concepts to support U.S. national security objectives. RSA has developed various technologies in the fields of infrared satellites, directed energy, artificial intelligence, LIDAR, astroparticle physics, small satellites, cislunar operations, intelligence collection, autonomous underwater vehicles, and the F35 Lightning II.",Active,For Profit,Venture - Series Unknown,,2018-01-01,year,"Aerospace, Artificial Intelligence, Satellite Communication"
Aerospace Quality Research and Development,https://www.crunchbase.com/organization/aerospace-quality-research-and-development,"Addison, Texas, United States","Aerospace QRD provides FAA approved services specializing in aircraft engineering and repair. The company was founded on the premise that the Aerospace industry needed other options for FAA approved engineering and component repairs. AQRD is headquartered at Addison, Texas.",Active,For Profit,,,2015-01-01,year,"Aerospace, Mechanical Engineering, Service Industry"
