Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Downey Grinding,https://www.crunchbase.com/organization/downey-grinding,"Downey, California, United States",,Active,For Profit,,,1960-01-01,year,"Aerospace, Machinery Manufacturing, Product Design, Retail"
Pan American Airways,https://www.crunchbase.com/organization/pan-american-airways,"Los Angeles, California, United States","Pan American Airways is an international air carrier based in the United States. Founded as a scheduled air mail and passenger service operating between Key West, Florida, and Havana, Cuba, the airline became a major company credited with many innovations that shaped the international airline industry, including the widespread use of jet aircraft, jumbo jets, and computerized reservation systems. Pan American Airways was established on March 14, 1927. It ceased operations on December 4, 1991.",Active,For Profit,,,1927-01-01,year,Aerospace
D & O Engineering,https://www.crunchbase.com/organization/d-o-engineering-co-inc,"Wichita, Kansas, United States",,Active,For Profit,,,1953-01-01,year,"Aerospace, Air Transportation, Consulting, Manufacturing"
Beegles Aircraft Service,https://www.crunchbase.com/organization/beegles-aircraft-service,"Greeley, Colorado, United States","Beegles Aircraft Service is a repair shop that provides repair, rebuild, restore, and refurbish aircraft services. They offers customer support through phone contact.",Active,For Profit,,,1946-01-01,year,"Aerospace, Recreation, Service Industry"
Merit Gage,https://www.crunchbase.com/organization/merit-gage,"Saint Louis Park, Minnesota, United States",,Active,For Profit,,,1953-01-01,year,"Aerospace, Industrial Manufacturing, Machinery Manufacturing, Professional Services"
"Executive Beechcraft, Inc.",https://www.crunchbase.com/organization/executive-beechcraft-inc,"Kansas City, Missouri, United States","Executive Beechcraft, Inc. operates as a general aviation sales and service company. Executive Beechcraft's products and services include aircraft management and charter services, OEM-authorized maintenance, avionics, spare parts, and accessories support of its OEM dealer agreements.",Active,For Profit,,,1938-01-01,year,Aerospace
J.I. Morris Miniature Fasteners,https://www.crunchbase.com/organization/j-i-morris-co-miniature-fastener-business,"Oxford, Massachusetts, United States","J.I. Morris Miniature Fastener Division of Swissturn/USA is the world leader with over 100 years of expertise in miniature fasteners, UNM metric miniatures, and other precision components. J.I. Morris serves multiple industries including industrial and electronic manufacturing, medical research, aerospace, scientific research and items sold to consumers and hobbyists.",Active,For Profit,,,1920-01-01,year,"Aerospace, Consumer Goods, Electronics, Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Medical, Medical Device, Product Research"
Coast-Line,https://www.crunchbase.com/organization/coast-line,"Amityville, New York, United States",,Active,For Profit,,,1960-01-01,year,"Aerospace, Manufacturing, Sales, Warehousing"
North Iowa Air Service,https://www.crunchbase.com/organization/north-iowa-air-service,"Clear Lake, Iowa, United States",,Active,For Profit,,,1957-01-01,year,"Aerospace, Rental, Training"
Somerset Air Service,https://www.crunchbase.com/organization/somerset-air-service,"Bedminster, New Jersey, United States",,Active,For Profit,,,1946-01-01,year,"Aerospace, Local, Mechanical Engineering"
Southern Illinois Airport,https://www.crunchbase.com/organization/southern-illinois-airport,"Murphysboro, Illinois, United States","Southern Illinois Airport provides, maintains, and markets an air transportation facility. They offer breakfast and lunch products during the weekdays. The airport is capable of accommodating a variety of aircraft, up to and including the Boeing 757. They offer financing, and build-to-suit options are available through third-party providers.",Active,For Profit,,,1950-01-01,year,"Aerospace, Air Transportation, Travel"
Pacific Airlift,https://www.crunchbase.com/organization/pacific-airlift,"Clovis, California, United States",,Active,For Profit,,,1950-01-01,year,"Air Transportation, Logistics, Shipping"
Morey Airplane Company,https://www.crunchbase.com/organization/morey-airplane-company,"Middleton, Wisconsin, United States","Morey Airplane Company offers aircraft rental, charter, flight instruction, and maintenance services. Their ground instructions cover airspace, rules and regulations, weather, performance, weight and balance, emergency procedures, and TFRs. The review also requires at least one hour of flight time during which the applicant may be asked to demonstrate navigation techniques, landings, basic private pilot maneuvers, emergency procedures, and other maneuvers necessary for the safe operation of the aircraft.",Active,For Profit,,,1932-01-01,year,"Aerospace, Rental, Training"
Orion,https://www.crunchbase.com/organization/orion-200a,"Auburn, Washington, United States",,Active,For Profit,,,1957-01-01,year,"Aerospace, Employment, Manufacturing, Training"
Laurel Highlands Jet Center,https://www.crunchbase.com/organization/laurel-highlands-jet-center,"Latrobe, Pennsylvania, United States","Laurel Highlands Jet Center is an aviation company that offers aircraft maintenance, management, charter, and fixed base operator services and aircraft sales. They offers customer support through email and phone contact.",Active,For Profit,,,1967-01-01,year,"Aerospace, Sales, Service Industry"
Turbo Air,https://www.crunchbase.com/organization/turbo-air,"Boise, Idaho, United States",,Active,For Profit,,,1952-12-01,day,"Aerospace, Air Transportation, Transportation"
WG Henschen,https://www.crunchbase.com/organization/wg-henschen,"Scottsdale, Arizona, United States","WG Henschen is an aerospace and defense industry distributor and supplier of aircraft hardware, fasteners, aircraft parts hardware, and tooling. Their aerospace services including kitting, vendor-managed inventory programs, expedited shipping, special packaging, and build-to-print locating hard-to-find items. They offers customer support through email and phone contact.",Active,For Profit,,,1959-01-01,year,"Aerospace, Hardware, Wholesale"
Llamas Plastics,https://www.crunchbase.com/organization/llamas-plastics,"Sylmar, California, United States",,Active,For Profit,,,1961-01-01,year,"Aerospace, Industrial Engineering, Manufacturing, Plastics and Rubber Manufacturing"
Revstone Aero,https://www.crunchbase.com/organization/revstone-aero,"Fort Worth, Texas, United States","Revstone Aero is a leading manufacturer of forgings primarily servicing the commercial and military aerospace industry. Aero is comprised of W. Pat Crow which was founded in 1951 and located in Fort Worth, Texas, and General Aluminum Forgings which was founded in 1981 and located in Colorado Springs, Colorado. Revstone Aero maintains a wide variety of forging equipment and has deep experience in forging aluminum and specialty alloys across a broad spectrum of product sizes. Its products are used for both commercial and military applications and are found on virtually every domestically produced airframe in addition to ordinance and other non-aerospace military applications.",Active,For Profit,Debt Financing,,1951-01-01,year,"Aerospace, Commercial, Computer, Hardware, Manufacturing"
Blaser Casting,https://www.crunchbase.com/organization/blaser-casting,"Seattle, Washington, United States",,Active,For Profit,,,1957-01-01,day,"Aerospace, Manufacturing, Medical"
National Material Company,https://www.crunchbase.com/organization/national-material-company,"Elk Grove Village, Illinois, United States",,Active,For Profit,,,1964-01-01,year,"Aerospace, Agriculture, Construction, Industrial Manufacturing, Military"
R. E. Dye Manufacturing,https://www.crunchbase.com/organization/r-e-dye-manufacturing,"Breckenridge, Texas, United States","R. E. Dye Manufacturing Corporation manufactures aircraft parts and equipment, powder coating, thermal fitting, and other related services. Dye Manufacturing is family-owned and operated. The Dye family and our experienced employees are committed to producing state-of-the-art products for customers. Dye Manufacturing is a high-precision, critical manufacturer of hinted components and assemblies for customers in industries that include the military, aerospace, helicopters, and oilfield sectors. The Dye family and our experienced employees are committed to producing state-of-the-art products for our customers. From complex CNC machining to intricate mechanical assemblies, Dye Manufacturing is ready to meet your manufacturing needs. Air-Dye Manufacturing provides state-of-the-art quality and inspection for the demanding and life-critical air- The frame components are used in the aerospace industry.",Active,For Profit,,,1919-01-01,year,"Air Transportation, Machinery Manufacturing, Manufacturing"
"BUDNEY AEROSPACE, INC.",https://www.crunchbase.com/organization/budney-aerospace-inc,"Berlin, Connecticut, United States",,Active,For Profit,,,1940-01-01,year,Aerospace
Vanamatic Company,https://www.crunchbase.com/organization/vanamatic-company,"Delphos, Ohio, United States",,Active,For Profit,,,1954-01-01,year,"Aerospace, Manufacturing"
E.S.M. Aerospace,https://www.crunchbase.com/organization/e-s-m-aerospace,"Burbank, California, United States","ESM Aerospace is a machine shop that fabricates and machines parts for aircraft manufacturers, original equipment manufacturers, and others in the aerospace industry. Their services and products include sheet metal services, machining services, and specialty services. Their machining services include turning, milling, grinding, and drilling.",Active,For Profit,,,1959-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
