Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Point To Point Air,https://www.crunchbase.com/organization/point-to-point-air,"Wausau, Wisconsin, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Air Transportation, Construction, Transportation"
City Plating and Metal Finishing,https://www.crunchbase.com/organization/city-plating-and-metal-finishing,"San Antonio, Texas, United States","City Plating and Metal Finishing provides finishing services including cosmetic polishing, passivation, chem-film, anodizing, and epoxy primer. The company provides plating services for nickel, chromium, brass, bronze, silver, and black. They provide electroplating services for business jets and VIP aircraft.",Active,For Profit,,,2013-01-01,year,"Aerospace, Industrial, Manufacturing"
Joint Mission Essential Training Solutions,https://www.crunchbase.com/organization/joint-mission-essential-training-solutions,"Pensacola, Florida, United States",,Active,For Profit,,,2011-01-01,day,"Aerospace, Military, Training"
Offshore Aviation Group,https://www.crunchbase.com/organization/offshore-aviation-group,"Piney Point, Maryland, United States","Offshore Aviation Group is an aviation and maritime services company. They provide maritime support services, aviation support services, test and training, and unmanned systems design. The company's contact modes are by mail, phone, and physical address.",Active,For Profit,,,2011-01-01,year,"Aerospace, Commercial, Marine Transportation, Training"
Legacy Flight Training,https://www.crunchbase.com/organization/legacy-flight-training,"Vero Beach, Florida, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Air Transportation, Education, Training"
Evolution Helmets,https://www.crunchbase.com/organization/evolution-helmets,"Melbourne, Florida, United States","Evolution Helmets offers flight jackets, evolution EVO helmets, and flight gloves. They offer services for aviation helmet repair, helmet parts, and wireless solutions. The company's contact modes are mail, phone, and physical address.",Active,For Profit,,,2014-01-01,year,"Aerospace, Retail"
RDR Solare Investment,https://www.crunchbase.com/organization/rdr-solare-investment,"Doral, Florida, United States","RDR Solare Investment offers logistics services for its clients in order to satisfy their import and export needs. Their logistics solutions include air transport, sea transport, and land transport. At RDR Solare Investment they offer a merchandise reception and storage service to consolidate the cargo in their warehouses.",Active,For Profit,,,2013-01-01,year,"Air Transportation, Logistics, Marine Transportation, Transportation, Warehousing"
Kextrel,https://www.crunchbase.com/organization/kextrel,"Santa Cruz, California, United States",,Active,For Profit,,,2014-01-01,year,Aerospace
Remote Intelligence,https://www.crunchbase.com/organization/remote-intelligence,"Wellsboro, Pennsylvania, United States",Remote Intelligence provides premier provider unmanned aerial services as part of their holistic intelligence consultation and solutions focused on aerial drone systems offering rapid comprehensive site mapping and aerial inspection services.,Active,For Profit,,,2013-01-01,year,Aerospace
M2Jets,https://www.crunchbase.com/organization/m2jets,"New York, New York, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Transportation, Travel"
Patty Wagstaff Airshows,https://www.crunchbase.com/organization/patty-wagstaff-airshows,"Saint Augustine, Florida, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Air Transportation, Training"
Sajet Solutions,https://www.crunchbase.com/organization/sajet-solutions,"Fort Lauderdale, Florida, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Consulting, Training"
SmartJets,https://www.crunchbase.com/organization/smartjets,"Fort Lauderdale, Florida, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Finance, Health Care, Service Industry"
Airdyne Aerospace,https://www.crunchbase.com/organization/airdyne-aerospace,"Brooksville, Florida, United States","Airdyne Aerospace is an aircraft special mission systems engineering, manufacturing, and aerospace research firm. They provide an extension to other fixed-wing and rotary-wing aircraft applications and back-end mission operational support systems. Their customers contact through phone, and online applications.",Active,For Profit,,,2010-01-01,year,"Aerospace, Manufacturing, Transportation"
45 North Aviation,https://www.crunchbase.com/organization/45-north-aviation,"Traverse City, Michigan, United States","45 North Aviation offers aircraft charters, aircraft management, aircraft maintenance, and flight operations. Their aircraft charters, aerial photography and video, flight school, L-39 albatros fighter jet training, airshows, power line patrol, and gas pipeline patrol. They specialize in TBM avionics upgrades as well as system troubleshooting and support.",Active,For Profit,,,2012-01-01,year,"Air Transportation, Technical Support, Training"
Krossblade Aerospace Systems,https://www.crunchbase.com/organization/krossblade-aerospace-systems,"Mesa, Arizona, United States",VTOL Transformer Drones and Cruisers,Active,For Profit,,,2014-01-01,year,"Aerospace, Automotive, Travel"
Power Werks,https://www.crunchbase.com/organization/power-werks,"Chicago, Illinois, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Apps, Software"
VG6,https://www.crunchbase.com/organization/vg6,"Tacoma, Washington, United States",,Active,For Profit,,,2013-05-01,month,"Aerospace, Industrial, Manufacturing"
AvMaSSI,https://www.crunchbase.com/organization/avmassi,"West Palm Beach, Florida, United States",,Active,For Profit,,,2014-01-01,day,"Aerospace, Consulting, Public Safety, Training"
IronRidge UAS,https://www.crunchbase.com/organization/ironridge-uas,"Longmont, Colorado, United States","Iron Ridge-UAS offers both a service deployment for inspection of city municipalities or power grid companies, as well as agriculture crop scouting companies the opportunity to purchase a UAS system for the inspection of farmlands. Crop scouting with a UAS equipped with thermal imaging and sensors allows farmers to analyze their fields quickly without commonly-associated fuel and labor costs.",Active,For Profit,,,2014-01-01,year,"Aerospace, Agriculture"
Berkshire West & Co,https://www.crunchbase.com/organization/berkshire-west-co,"Los Angeles, California, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Consulting, Financial Services"
ASAP NSN Parts,https://www.crunchbase.com/organization/asap-nsn-parts,"Anaheim, California, United States","ASAP NSN Parts is a one stop parts purchasing solution for Aviation and Aerospace Industry. We have one of the largest parts inventories, which have over 10 millions of different types of parts which also includes National Stock Number Parts as well. With easy search options, ASAP NSN helps you to find all new and hard to find NSN, Aviation and Marine parts. ASAP NSN Parts is also known as a trusted provider of aircraft parts, ground support equipment for commercial and military aerospace applications. Many big clients trust us because of our speedy parts procurement, quality of parts and services we delivered.",Active,For Profit,,,2010-06-17,day,"Aerospace, Industrial"
EcoPower Services,https://www.crunchbase.com/organization/ecopower-services-c304,"Wethersfield, Connecticut, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Air Transportation, Commercial"
Corporate Lift,https://www.crunchbase.com/organization/corporate-lift,"Palm Beach, Florida, United States",,Active,For Profit,,,2012-01-01,day,"Aerospace, Consulting, Sales"
NexGen Aviation,https://www.crunchbase.com/organization/nexgen-aviation,"Lexington, Kentucky, United States",,Active,For Profit,,,2010-01-01,month,"Aerospace, Air Transportation, Training"
Grice Group,https://www.crunchbase.com/organization/grice-group,"Cary, North Carolina, United States",,Active,For Profit,,,2011-01-01,year,"Air Transportation, Transportation, Travel"
WaveAerospace,https://www.crunchbase.com/organization/waveaerospace,"Stamford, Connecticut, United States","WaveAerospace builds on their proprietary, hybrid platform, their aircraft fly outside the inherent design limitations of winged and wingless rotorcraft. They build unmanned aircraft that carry out their customer's missions with their payloads.",Active,For Profit,,,2014-01-01,year,"Aerospace, Hardware"
Sheffield Aerospace,https://www.crunchbase.com/organization/sheffield-aerospace,"Katy, Texas, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Consulting, Supply Chain Management"
MWI Lab,https://www.crunchbase.com/organization/mwi-lab,"Tempe, Arizona, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Leasing, Manufacturing, Product Research"
World Logistics Cargo,https://www.crunchbase.com/organization/world-logistics-cargo,"Miami, Florida, United States",,Active,For Profit,,,2013-01-01,year,"Air Transportation, Freight Service, Logistics, Transportation"
