Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Central Business Jets,https://www.crunchbase.com/organization/central-business-jets,"Minneapolis, Minnesota, United States","Central Business Jets provides aviation, sales, acquisitions, consulting, business aircraft sales, finance, planning, and business aviation services. The contact mode is by mail, phone, and physical address.",Active,For Profit,,,1983-01-01,year,"Air Transportation, Consulting, Customer Service"
National Aircraft Service,https://www.crunchbase.com/organization/national-aircraft-service,"Tecumseh, Michigan, United States","National Aircraft Service creates structural and environmental aircraft systems by designing, engineering, and manufacturing them. They provide FAA-approved systems that benefit customers. They continue to develop engineered, innovative solutions. The aircraft operators were approached to design a system that could heat or cool aircraft zones quickly and affordably.",Active,For Profit,,,1977-01-01,year,"Aerospace, Industrial Engineering, Manufacturing, Product Design"
Rivers & Christian,https://www.crunchbase.com/organization/rivers-christian,"Los Angeles, California, United States","Rivers & Christian started to provide architectural services to the aviation industry. They are a second-generation architectural firm that blends the enthusiasm of a young business with the wisdom gained through the experience of over forty years of continuous practice. They have designed and managed a diverse range of projects from baggage claims, cargo buildings, hangars, and airline clubs to entire terminals. Their design approach does not start with a preconceived aesthetic or style but grows from an understanding of the client, the program, the place, and the budget for each project.",Active,For Profit,,,1979-01-01,year,"Air Transportation, Architecture, Interior Design"
Wills Wing,https://www.crunchbase.com/organization/wills-wing,"Orange, California, United States",,Active,For Profit,,,1973-01-01,year,"Air Transportation, Manufacturing, Recreation, Sports, Transportation"
Palomar Prodcuts,https://www.crunchbase.com/organization/palomar-prodcuts,"Rancho Santa Margarita, California, United States",,Active,For Profit,,,1970-01-01,year,"Aerospace, Information Technology, Manufacturing"
olarte transport service,https://www.crunchbase.com/organization/olarte-transport-service,"Los Angeles, California, United States",,Active,For Profit,,,1977-01-01,year,"Air Transportation, Logistics, Transportation"
Inter-State Aviation,https://www.crunchbase.com/organization/inter-state-aviation,"Pullman, Washington, United States","Inter-State Aviation provides aircraft rental, fuel services, a pilot lounge, hangar rental, and ramp services. Their ramp services include parking tie-downs, electric, recharging, refueling, TKs, de-icing, cabin oxygen, catering, car rental, and shuttle services for pilots and their guests.",Active,For Profit,,,1982-01-01,year,"Aerospace, Facilities Support Services, Rental"
Apollo EDM,https://www.crunchbase.com/organization/apollo-edm,"Fraser, Michigan, United States",,Active,For Profit,,,1969-01-01,year,"Aerospace, Industrial, Manufacturing"
Erickson Aircraft Collection,https://www.crunchbase.com/organization/erickson-aircraft-collection,"Madras, Oregon, United States",,Active,For Profit,,,1983-01-01,year,"Air Transportation, Events, Museums and Historical Sites, Recreation"
K & A Machine & Tool,https://www.crunchbase.com/organization/k-a-machine-tool,"Jackson, Mississippi, United States","K & A Machine & Tool provides precision components for the aerospace, defense, and fluid conveyance industries. They provide turning, milling, grinding, close-tolerance machining, assembly, and laser marking.",Active,For Profit,,,1981-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
Protech Metal Finishing,https://www.crunchbase.com/organization/protech-metal-finishing,"Vonore, Tennessee, United States",,Active,For Profit,,,1980-01-01,year,"Aerospace, Industrial, Manufacturing"
Airbus DS Houston,https://www.crunchbase.com/organization/airbus-ds-houston,"Webster, Texas, United States",,Active,For Profit,,,1973-01-01,year,"Aerospace, Data Integration, Hardware, Software, Training"
Mercy Flight Southeast,https://www.crunchbase.com/organization/mercy-flight-southeast,"Leesburg, Florida, United States",,Active,For Profit,,,1983-01-01,year,"Air Transportation, Health Care, Non Profit, Professional Services"
Mirage Manufacturing,https://www.crunchbase.com/organization/mirage-manufacturing,"Gainesville, Florida, United States","At Mirage Manufacturing in Gainesville, Florida, they have been manufacturing fiberglass products since 1971. As well as traditional manufacturing, they have extensive experience in marine, aerospace, and industrial composites.",Active,For Profit,,,1971-01-01,year,"Aerospace, Manufacturing, Marine Transportation, Retail"
El Aero Services,https://www.crunchbase.com/organization/el-aero-services,"Elko, Nevada, United States","El Aero Services is an aviation company. They offer on-demand charters, scenic tours, mineral exploration, geophysical surveys, claim staking, aerial mapping, real estate inspections, aerial photography, videography, wildland fire support, bison surveying, herding, gathering, aerial rehab seeding and material placement, erosion control material, and environmental surveys.",Active,For Profit,,,1973-01-01,year,"Aerospace, Mapping Services, Photography"
Ultra Electronics ICE,https://www.crunchbase.com/organization/ultra-electronics-ice,"Manhattan, Kansas, United States","Ultra Electronics ICE, Inc. is engaged in the design, manufacture, qualification, and testing of aerospace electronics.",Active,For Profit,,,1973-01-01,year,"Aerospace, Manufacturing"
Aircraft Engineering,https://www.crunchbase.com/organization/aircraft-engineering,"Bartow, Florida, United States","Aircraft Engineering provides all services for any general aviation aircraft. They offer general aircraft maintenance, general aircraft repairs, dynamic propeller balancing, aircraft supplies, compressor washes, compressor rinses, and oxygen refilling services.",Active,For Profit,,,1976-01-01,year,"Aerospace, Mechanical Engineering, Technical Support"
"Horizon Air Industries, Inc.",https://www.crunchbase.com/organization/horizon-air-industries-inc,"Seattle, Washington, United States","Horizon Air Industries, Inc., is a regional airline company provides scheduled air transportation for passengers and cargo.",Active,For Profit,,,1981-01-01,year,Air Transportation
Southwest Airlines Pilots Association,https://www.crunchbase.com/organization/southwest-airlines-pilots-association,"Dallas, Texas, United States",,Active,For Profit,,,1978-01-01,year,"Aerospace, Association, Non Profit"
Conquest Machine,https://www.crunchbase.com/organization/conquest-machine,"Las Cruces, New Mexico, United States",,Active,For Profit,,,1972-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering, Wholesale"
Tessa Precision Products,https://www.crunchbase.com/organization/tessa-precision-products,"Painesville, Ohio, United States",,Active,For Profit,,,1981-01-01,year,"Aerospace, Industrial, Manufacturing"
McStarlite,https://www.crunchbase.com/organization/mcstarlite-company,"Harbor City, California, United States",,Active,For Profit,,,1973-01-01,year,"Aerospace, Manufacturing, Supply Chain Management"
Air Command International,https://www.crunchbase.com/organization/air-command-international,"River Falls, Wisconsin, United States",,Active,For Profit,,,1979-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
Century Air,https://www.crunchbase.com/organization/century-air,"Fairfield, New Jersey, United States","Century Air provides flight and pilot training services. Their services include flight training, pilot certificate courses, pilot rating courses, professional pilot programs, cirrus transition training, proficiency training, recurrent training, insurance-approved training, aircraft management, FAA written tests, FAA flight tests, aircraft rental, and more.",Active,For Profit,,,1975-01-01,year,"Aerospace, Air Transportation, Training"
NuConrporation,https://www.crunchbase.com/organization/nuconrporation,"Livonia, Michigan, United States",,Active,For Profit,,,1973-01-01,day,"Aerospace, Machinery Manufacturing, Manufacturing"
Giuliante Machine Tool,https://www.crunchbase.com/organization/giuliante-machine-tool,"Peekskill, New York, United States","Giuliante Machine Tool started out as a supplier of machined parts to the commercial and aerospace industries. They offer advanced mill turn equipment, robotic automation, and wire EDM technologies, as well as gear cutting equipment and the expansion into gear, cylindrical, and surface grinding.",Active,For Profit,,,1979-01-01,year,"Aerospace, Commercial, Machinery Manufacturing, Manufacturing"
Aero-Glen International,https://www.crunchbase.com/organization/aero-glen-international,"Fort Worth, Texas, United States","Aero-Glen International is an aerospace company. They supply parts and value-added supply chain services to the aerospace industry. For inquiries, telephone and email contacts are used.",Active,For Profit,,,1976-01-01,year,"Aerospace, Hardware, Supply Chain Management"
